instance,alpha,num_iterations,score,time
dat/project.8.dat,0.4,5,3.65,0.0736896
dat/project.8.dat,0.4,6,3.65,0.0898739
dat/project.8.dat,0.4,7,3.65,0.0980137
dat/project.8.dat,0.4,8,3.65,0.114503
dat/project.8.dat,0.4,9,3.65,0.131584
dat/project.8.dat,0.4,10,3.65,0.147536
dat/project.8.dat,0.6,1,3.65,0.0076913
dat/project.8.dat,0.6,2,3.65,0.0298542
dat/project.8.dat,0.6,3,3.65,0.0396101
dat/project.8.dat,0.6,4,3.65,0.0550891
dat/project.8.dat,0.6,5,3.65,0.07129
dat/project.8.dat,0.6,6,3.65,0.0878551
dat/project.8.dat,0.6,7,3.65,0.106054
dat/project.8.dat,0.6,8,3.65,0.121778
dat/project.8.dat,0.6,9,3.65,0.137735
dat/project.8.dat,0.6,10,3.65,0.155083
dat/project.8.dat,0.8,1,3.65,0.0154591
dat/project.8.dat,0.8,2,3.65,0.0339178
dat/project.8.dat,0.8,3,3.65,0.0483485
dat/project.8.dat,0.8,4,3.65,0.0666249
dat/project.8.dat,0.8,5,3.65,0.0815979
dat/project.8.dat,0.8,6,3.65,0.0978985
dat/project.8.dat,0.8,7,3.65,0.114239
dat/project.8.dat,0.8,8,3.65,0.122437
dat/project.8.dat,0.8,9,3.65,0.138642
dat/project.8.dat,0.8,10,3.65,0.154887
dat/project.8.dat,1,1,3.65,0.0160829
dat/project.8.dat,1,2,3.65,0.0325209
dat/project.8.dat,1,3,3.65,0.0489325
dat/project.8.dat,1,4,3.65,0.0651949
dat/project.8.dat,1,5,3.65,0.0786632
dat/project.8.dat,1,6,3.65,0.0933325
dat/project.8.dat,1,7,3.65,0.105997
dat/project.8.dat,1,8,3.65,0.122908
dat/project.8.dat,1,9,3.65,0.130059
dat/project.8.dat,1,10,3.65,0.147053
