instance,alpha,num_iterations,score,time
090,1,2,124.9,1.73978
090,1,3,124.9,2.89397
090,1,4,124.91,4.09853
090,1,5,124.91,5.06224
090,1,6,124.91,5.71009
090,1,7,124.91,6.63906
090,1,8,124.91,7.46448
090,1,9,124.91,8.51322
090,1,10,124.91,9.75381
100,0,1,119.63,1.23985
100,0.2,1,118.96,1.29344
100,0.2,2,124.87,3.82563
100,0.2,3,124.87,5.33023
100,0.2,4,124.87,7.29299
100,0.2,5,124.87,8.81306
100,0.2,6,124.87,10.2631
100,0.2,7,124.87,12.7012
100,0.2,8,124.87,14.6064
100,0.2,9,124.87,16.0085
100,0.2,10,124.87,17.8529
100,0.4,1,123.79,2.17752
100,0.4,2,123.79,3.65342
100,0.4,3,123.79,4.97021
100,0.4,4,124.26,7.09054
100,0.4,5,124.26,8.35901
100,0.4,6,124.87,11.0481
100,0.4,7,124.87,12.6836
100,0.4,8,124.87,14.3539
100,0.4,9,124.87,16.6026
100,0.4,10,124.87,17.6648
100,0.6,1,121.26,3.19929
100,0.6,2,121.26,5.9295
100,0.6,3,121.26,8.17929
100,0.6,4,121.85,9.8731
100,0.6,5,124.26,11.9192
100,0.6,6,124.26,14.1361
100,0.6,7,124.26,15.4459
100,0.6,8,124.87,17.32
100,0.6,9,124.87,19.3205
100,0.6,10,124.87,21.9331
100,0.8,1,121.75,1.31389
100,0.8,2,124.26,3.01055
100,0.8,3,124.87,6.28881
100,0.8,4,124.87,8.0927
100,0.8,5,124.87,10.5283
100,0.8,6,124.87,12.4151
100,0.8,7,124.87,14.9836
100,0.8,8,124.87,17.4693
100,0.8,9,124.87,19.4382
100,0.8,10,124.87,21.171
100,1,1,122.27,1.64852
100,1,2,123.2,3.485
100,1,3,123.64,5.63261
100,1,4,124.25,7.50241
100,1,5,124.25,9.4021
100,1,6,124.25,11.6349
100,1,7,124.26,13.8452
100,1,8,124.87,16.1938
100,1,9,124.87,17.9102
100,1,10,124.87,19.3913
110,0,1,216.02,3.53199
110,0.2,1,215.58,4.50989
110,0.2,2,216.69,9.94253
110,0.2,3,216.69,15.4838
110,0.2,4,216.69,19.4304
110,0.2,5,216.69,22.6345
110,0.2,6,216.69,26.1887
110,0.2,7,218.83,31.6144
110,0.2,8,218.83,34.4466
110,0.2,9,218.83,38.4499
110,0.2,10,218.83,40.5161
110,0.4,1,216.29,2.47588
110,0.4,2,216.29,4.53213
110,0.4,3,218.83,7.6421
110,0.4,4,218.83,50.6537
110,0.4,5,218.83,55.6386
110,0.4,6,218.83,60.4518
110,0.6,1,218.53,5.72002
110,0.6,2,218.53,15.31
110,0.6,3,218.53,60.6083
110,0.8,1,215.79,7.02374
110,0.8,2,215.79,60.7445
110,1,1,216.54,6.82554
110,1,2,216.54,15.3885
110,1,3,216.54,20.0158
110,1,4,216.54,25.6824
110,1,5,216.54,60.3769
120,0,1,-1,60.8223
120,0.2,1,-1,60.4127
120,0.4,1,-1,60.8355
120,0.6,1,-1,60.9312
120,0.8,1,-1,60.5983
120,1,1,-1,60.514
130,0,1,478.27,7.8509
130,0.2,1,487.84,37.9168
130,0.2,2,487.84,43.106
130,0.2,3,487.84,60.1986
130,0.4,1,-1,60.9057
130,0.6,1,-1,61.1586
130,0.8,1,-1,60.6104
130,1,1,-1,60.7729
140,0,1,-1,60.64
140,0.2,1,-1,60.6234
140,0.4,1,-1,60.4507
140,0.6,1,-1,60.4369
140,0.8,1,-1,60.3616
140,1,1,-1,60.3797
150,0,1,226.7,7.59565
150,0.2,1,227.65,9.32911
150,0.2,2,227.65,19.6373
150,0.2,3,227.65,27.7208
150,0.2,4,227.65,36.345
150,0.2,5,227.65,45.2832
150,0.2,6,227.65,52.4915
150,0.2,7,227.65,60.1191
150,0.4,1,219.74,12.0802
150,0.4,2,220.46,18.9592
150,0.4,3,220.84,29.2158
150,0.4,4,224.03,37.0919
150,0.4,5,224.03,47.8693
150,0.4,6,224.03,57.6113
150,0.4,7,224.03,60.3385
150,0.6,1,223.75,9.5098
150,0.6,2,226.88,18.1061
150,0.6,3,227,25.7925
150,0.6,4,227,34.2456
150,0.6,5,227,44.9877
150,0.6,6,227,56.1412
150,0.6,7,227,60.7483
150,0.8,1,218.77,4.74006
150,0.8,2,224.1,11.066
150,0.8,3,227.65,18.636
150,0.8,4,227.65,27.2617
150,0.8,5,227.65,38.9841
150,0.8,6,227.65,47.1387
150,0.8,7,227.65,50.5041
150,0.8,8,227.65,58.0408
150,0.8,9,227.65,60.5974
150,1,1,-1,60.9538
160,0,1,-1,60.6139
160,0.2,1,-1,60.8652
160,0.4,1,-1,60.5373
160,0.6,1,-1,60.63
160,0.8,1,-1,60.8552
160,1,1,-1,60.4126
170,0,1,-1,60.4394
170,0.2,1,-1,60.7112
170,0.4,1,-1,60.6908
170,0.6,1,-1,60.4567
170,0.8,1,-1,60.3904
170,1,1,-1,60.6523
180,0,1,-1,60.3649
180,0.2,1,-1,60.3845
180,0.4,1,-1,60.6272
180,0.6,1,-1,60.764
180,0.8,1,-1,60.4682
180,1,1,-1,60.5354
190,0,1,-1,60.4338
190,0.2,1,-1,60.6159
190,0.4,1,-1,60.7583
190,0.6,1,-1,60.5341
190,0.8,1,-1,60.5812
190,1,1,-1,60.3864
200,0,1,-1,60.4067
200,0.2,1,-1,60.2905
200,0.4,1,-1,60.9191
200,0.6,1,-1,60.1557
200,0.8,1,-1,61.023
200,1,1,-1,60.729
